state,session,chamber,bill_id,date,action,actor,type
ak,27,lower,HB 79,2012-02-08 00:00:00,Cosponsors added: FOSTER,lower,other
ak,27,lower,HB 79,2012-02-24 00:00:00,Cosponsors added: COSTELLO,lower,other
ak,27,lower,HB 79,2012-02-27 00:00:00,Cosponsors added: HERRON,lower,other
ak,27,lower,HB 79,2012-03-30 00:00:00,Cosponsors added: LYNN,lower,other
ak,27,lower,HB 79,2012-04-05 00:00:00,Cosponsors added: FEIGE,lower,other
ak,27,lower,HB 8,2011-01-07 00:00:00,Prefile released,lower,other
ak,27,lower,HB 8,2011-01-18 00:00:00,Read the first time - REFERRALS,lower,bill:introduced|bill:reading:1
ak,27,lower,HB 8,2011-01-18 00:00:00,Referred to Judiciary and Finance,lower,committee:referred
ak,27,lower,HB 8,2011-01-31 00:00:00,Cosponsors added: P.WILSON,lower,other
ak,27,lower,HB 8,2011-02-18 00:00:00,JUD RPT CS(JUD) 5DP,lower,other
ak,27,lower,HB 8,2011-02-18 00:00:00,"JUD Do Pass: PRUITT, THOMPSON, KELLER, LYNN, GATTO",lower,committee:passed
ak,27,lower,HB 8,2011-02-18 00:00:00,Fiscal Note 1: Indeterminate fiscal impact (Law),lower,other
ak,27,lower,HB 8,2011-03-31 00:00:00,FIN RPT CS(FIN) NT 6DP 1DNP 3NR 1AM,lower,other
ak,27,lower,HB 8,2011-03-31 00:00:00,"FIN Do Pass: FAIRCLOUGH, T.WILSON, HAWKER, COSTELLO, STOLTZE, THOMAS",lower,committee:passed
ak,27,lower,HB 8,2011-03-31 00:00:00,FIN Do Not Pass: DOOGAN,lower,committee:failed
ak,27,lower,HB 8,2011-03-31 00:00:00,"FIN No Recommendation: GARA, JOULE, EDGMON",lower,other
ak,27,lower,HB 8,2011-03-31 00:00:00,FIN Amend: GUTTENBERG,lower,other
ak,27,lower,HB 8,2011-03-31 00:00:00,Fiscal Note 2: No fiscal impact (Law),lower,other
ak,27,lower,HB 8,2011-04-09 00:00:00,RULES TO CALENDAR 4/9/2011,lower,other
ak,27,lower,HB 8,2011-04-09 00:00:00,Read the second time,lower,bill:reading:2
ak,27,lower,HB 8,2011-04-09 00:00:00,FIN CS ADOPTED UNAN CONSENT,lower,other
ak,27,lower,HB 8,2011-04-09 00:00:00,ADVANCED TO THIRD READING 4/11 CALENDAR,lower,other
ak,27,lower,HB 8,2011-04-09 00:00:00,"Cosponsors added: SADDLER, FEIGE, JOHNSON",lower,other
ak,27,lower,HB 8,2011-04-11 00:00:00,Read the third time CSHB 8(FIN),lower,bill:reading:3
ak,27,lower,HB 8,2011-04-11 00:00:00,PASSED Y29 N11,lower,bill:passed
ak,27,lower,HB 8,2011-04-11 00:00:00,EFFECTIVE DATE(S) SAME AS PASSAGE,lower,other
ak,27,lower,HB 8,2011-04-11 00:00:00,GARA NOTICE OF RECONSIDERATION,lower,other
ak,27,lower,HB 8,2011-04-11 00:00:00,RECON TAKEN UP SAME DAY UC,lower,other
ak,27,lower,HB 8,2011-04-11 00:00:00,PASSED ON RECONSIDERATION Y29 N10 A1,lower,bill:passed
ak,27,lower,HB 8,2011-04-11 00:00:00,EFFECTIVE DATE(S) SAME AS PASSAGE,lower,other
ak,27,lower,HB 8,2011-04-11 00:00:00,"Cosponsors added: LYNN, JOHANSEN",lower,other
ak,27,lower,HB 8,2011-04-11 00:00:00,TRANSMITTED TO (S),lower,other
ak,27,lower,HB 8,2011-04-11 00:00:00,VERSION: CSHB 8(FIN),lower,other
ak,27,lower,HB 8,2011-04-12 00:00:00,Read the first time - REFERRALS,upper,bill:introduced|bill:reading:1
ak,27,lower,HB 8,2011-04-12 00:00:00,Referred to State Affairs and Judiciary,upper,committee:referred
ak,27,lower,HB 8,2011-04-12 00:00:00,Referred to State Affairs,upper,committee:referred
ak,27,lower,HB 80,2011-01-14 00:00:00,Prefile released,lower,other
ak,27,lower,HB 80,2011-01-18 00:00:00,Read the first time - REFERRALS,lower,bill:introduced|bill:reading:1
ak,27,lower,HB 80,2011-01-18 00:00:00,Referred to Judiciary and Finance,lower,committee:referred
ak,27,lower,HB 80,2011-02-09 00:00:00,"Cosponsors added: CHENAULT, OLSON, KELLER, T.WILSON, STOLTZE",lower,other
ak,27,lower,HB 80,2011-02-11 00:00:00,Cosponsors added: THOMPSON,lower,other
ak,27,lower,HB 80,2011-02-14 00:00:00,JUD RPT 4DP 1DNP 1NR,lower,other
ak,27,lower,HB 80,2011-02-14 00:00:00,"JUD Do Pass: KELLER, THOMPSON, LYNN, GATTO",lower,committee:passed
ak,27,lower,HB 80,2011-02-14 00:00:00,JUD Do Not Pass: HOLMES,lower,committee:failed
ak,27,lower,HB 80,2011-02-14 00:00:00,JUD No Recommendation: GRUENBERG,lower,other
ak,27,lower,HB 80,2011-02-14 00:00:00,Fiscal Note 1: No fiscal impact (Public Safety),lower,other
ak,27,lower,HB 80,2011-02-14 00:00:00,Fiscal Note 2: (Law),lower,other
ak,27,lower,HB 80,2011-02-23 00:00:00,Cosponsors added: JOHNSON,lower,other
ak,27,lower,HB 80,2011-04-05 00:00:00,FIN RPT 5DP 3NR,lower,other
ak,27,lower,HB 80,2011-04-05 00:00:00,"FIN Do Pass: FAIRCLOUGH, T.WILSON, COSTELLO, STOLTZE, THOMAS",lower,committee:passed
ak,27,lower,HB 80,2011-04-05 00:00:00,"FIN No Recommendation: GUTTENBERG, JOULE, DOOGAN",lower,other
ak,27,lower,HB 80,2011-04-05 00:00:00,Fiscal Note 1: No fiscal impact (Public Safety),lower,other
ak,27,lower,HB 80,2011-04-05 00:00:00,Fiscal Note 3: Indeterminate fiscal impact (Law),lower,other
ak,27,lower,HB 80,2011-04-05 00:00:00,"Cosponsors added: P.WILSON, DICK",lower,other
ak,27,lower,HB 80,2011-04-08 00:00:00,RULES TO CALENDAR 4/8/2011,lower,other
ak,27,lower,HB 80,2011-04-08 00:00:00,Read the second time,lower,bill:reading:2
ak,27,lower,HB 80,2011-04-08 00:00:00,ADVANCED TO THIRD READING 4/9 CALENDAR,lower,other
ak,27,lower,HB 80,2011-04-08 00:00:00,"Cosponsors added: MILLETT, SADDLER",lower,other
ak,27,lower,HB 80,2011-04-09 00:00:00,Read the third time HB 80,lower,bill:reading:3
ak,27,lower,HB 80,2011-04-09 00:00:00,PASSED Y33 N6 E1,lower,bill:passed
ak,27,lower,HB 80,2011-04-09 00:00:00,TRANSMITTED TO (S),lower,other
ak,27,lower,HB 80,2011-04-09 00:00:00,VERSION: HB 80,lower,other
ak,27,lower,HB 80,2011-04-11 00:00:00,Read the first time - REFERRALS,upper,bill:introduced|bill:reading:1
ak,27,lower,HB 80,2011-04-11 00:00:00,Referred to Judiciary and Finance,upper,committee:referred
ak,27,lower,HB 80,2011-04-11 00:00:00,"CROSS SPONSOR(S): GIESSEL, DYSON, HUGGINS, MEYER, MENARD, MCGUIRE",upper,other
ak,27,lower,HB 80,2012-01-20 00:00:00,"CROSS SPONSOR(S): STEVENS, STEDMAN, COGHILL, OLSON, WAGONER, WIELECHOWSKI",upper,other
ak,27,lower,HB 80,2012-03-23 00:00:00,JUD RPT 2DP 2NR,upper,other
ak,27,lower,HB 80,2012-03-23 00:00:00,"JUD Do Pass: COGHILL, WIELECHOWSKI",upper,committee:passed
ak,27,lower,HB 80,2012-03-23 00:00:00,"JUD No Recommendation: FRENCH, PASKVAN",upper,other
ak,27,lower,HB 80,2012-03-23 00:00:00,Fiscal Note 4: Indeterminate fiscal impact (Law),upper,other
ak,27,lower,HB 80,2012-03-23 00:00:00,Fiscal Note 5: No fiscal impact (Public Safety),upper,other
ak,27,lower,HB 80,2012-03-23 00:00:00,Referred to Finance,upper,committee:referred
ak,27,lower,HB 80,2012-04-13 00:00:00,CROSS SPONSOR(S): THOMAS,upper,other
ak,27,lower,HB 81,2011-01-14 00:00:00,Prefile released,lower,other
ak,27,lower,HB 81,2011-01-18 00:00:00,Read the first time - REFERRALS,lower,bill:introduced|bill:reading:1
ak,27,lower,HB 81,2011-01-18 00:00:00,L&C,lower,other
ak,27,lower,HB 81,2011-01-21 00:00:00,Cosponsors added: GARDNER,lower,other
ak,27,lower,HB 81,2011-02-04 00:00:00,SPONSOR SUBSTITUTE INTRODUCED,lower,other
ak,27,lower,HB 81,2011-02-04 00:00:00,Read the first time - REFERRALS,lower,bill:introduced|bill:reading:1
ak,27,lower,HB 81,2011-02-04 00:00:00,L&C,lower,other
ak,27,lower,HB 81,2011-02-04 00:00:00,Referred to Labor & Commerce,lower,committee:referred
ak,27,lower,HB 82,2011-01-14 00:00:00,Prefile released,lower,other
ak,27,lower,HB 82,2011-01-18 00:00:00,Read the first time - REFERRALS,lower,bill:introduced|bill:reading:1
ak,27,lower,HB 82,2011-01-18 00:00:00,"RES, L&C, FIN",lower,other
ak,27,lower,HB 82,2011-01-18 00:00:00,Referred to Resources,lower,committee:referred
ak,27,lower,HB 83,2011-01-14 00:00:00,Prefile released,lower,other
ak,27,lower,HB 83,2011-01-18 00:00:00,Read the first time - REFERRALS,lower,bill:introduced|bill:reading:1
ak,27,lower,HB 83,2011-01-18 00:00:00,Referred to Resources,lower,committee:referred
ak,27,lower,HB 83,2011-01-18 00:00:00,Referred to Resources,lower,committee:referred
ak,27,lower,HB 83,2011-01-21 00:00:00,Cosponsors added: THOMPSON,lower,other
ak,27,lower,HB 84,2011-01-14 00:00:00,Prefile released,lower,other
ak,27,lower,HB 84,2011-01-18 00:00:00,Read the first time - REFERRALS,lower,bill:introduced|bill:reading:1
ak,27,lower,HB 84,2011-01-18 00:00:00,"L&C, FIN",lower,other
ak,27,lower,HB 84,2011-01-18 00:00:00,Referred to Labor & Commerce,lower,committee:referred
ak,27,lower,HB 85,2011-01-14 00:00:00,Prefile released,lower,other
ak,27,lower,HB 85,2011-01-18 00:00:00,Read the first time - REFERRALS,lower,bill:introduced|bill:reading:1
ak,27,lower,HB 85,2011-01-18 00:00:00,Referred to Fisheries and Resources,lower,committee:referred
ak,27,lower,HB 85,2011-01-18 00:00:00,Referred to Fisheries,lower,committee:referred
ak,27,lower,HB 85,2011-01-21 00:00:00,"Cosponsors added: GARA, GARDNER",lower,other
ak,27,lower,HB 86,2011-01-14 00:00:00,Prefile released,lower,other
ak,27,lower,HB 86,2011-01-18 00:00:00,Read the first time - REFERRALS,lower,bill:introduced|bill:reading:1
ak,27,lower,HB 86,2011-01-18 00:00:00,Referred to Fisheries and Resources,lower,committee:referred
ak,27,lower,HB 86,2011-01-18 00:00:00,Referred to Fisheries,lower,committee:referred
ak,27,lower,HB 87,2011-01-14 00:00:00,Prefile released,lower,other
ak,27,lower,HB 87,2011-01-18 00:00:00,Read the first time - REFERRALS,lower,bill:introduced|bill:reading:1
ak,27,lower,HB 87,2011-01-18 00:00:00,"L&C, JUD",lower,other
ak,27,lower,HB 87,2011-03-09 00:00:00,L&C RPT CS(L&C) NT 4DP 2NR,lower,other
ak,27,lower,HB 87,2011-03-09 00:00:00,"L&C Do Pass: THOMPSON, HOLMES, MILLER, OLSON",lower,committee:passed
ak,27,lower,HB 87,2011-03-09 00:00:00,"L&C No Recommendation: CHENAULT, JOHNSON",lower,other
ak,27,lower,HB 87,2011-03-09 00:00:00,Fiscal Note 1: No fiscal impact (Law),lower,other
ak,27,lower,HB 87,2011-03-25 00:00:00,JUD RPT CS(L&C) NT 3DP 3NR,lower,other
ak,27,lower,HB 87,2011-03-25 00:00:00,"JUD Do Pass: HOLMES, THOMPSON, GRUENBERG",lower,committee:passed
ak,27,lower,HB 87,2011-03-25 00:00:00,"JUD No Recommendation: PRUITT, LYNN, GATTO",lower,other
ak,27,lower,HB 87,2011-03-25 00:00:00,Fiscal Note 1: No fiscal impact (Law),lower,other
ak,27,lower,HB 87,2011-03-25 00:00:00,Cosponsors added: GRUENBERG,lower,other
ak,27,lower,HB 87,2011-03-29 00:00:00,Cosponsors added: GARA,lower,other
ak,27,lower,HB 87,2011-03-31 00:00:00,Cosponsors added: P.WILSON,lower,other
ak,27,lower,HB 87,2011-04-04 00:00:00,RULES TO CALENDAR 4/4/2011,lower,other
ak,27,lower,HB 87,2011-04-04 00:00:00,Read the second time,lower,bill:reading:2
ak,27,lower,HB 87,2011-04-04 00:00:00,L&C CS ADOPTED UNAN CONSENT,lower,other
ak,27,lower,HB 87,2011-04-04 00:00:00,ADVANCED TO THIRD READING UNAN CONSENT,lower,other
ak,27,lower,HB 87,2011-04-04 00:00:00,Read the third time CSHB 87(L&C),lower,bill:reading:3
ak,27,lower,HB 87,2011-04-04 00:00:00,PASSED Y36 E4,lower,bill:passed
ak,27,lower,HB 87,2011-04-04 00:00:00,"Cosponsors added: KERTTULA, PETERSEN, KAWASAKI, GUTTENBERG",lower,other
ak,27,lower,HB 87,2011-04-04 00:00:00,TRANSMITTED TO (S),lower,other
ak,27,lower,HB 87,2011-04-04 00:00:00,VERSION: CSHB 87(L&C),lower,other
ak,27,lower,HB 87,2011-04-06 00:00:00,Read the first time - REFERRALS,upper,bill:introduced|bill:reading:1
ak,27,lower,HB 87,2011-04-06 00:00:00,"L&C, JUD",upper,other
ak,27,lower,HB 87,2011-04-14 00:00:00,L&C RPT 5DP,upper,other
ak,27,lower,HB 87,2011-04-14 00:00:00,"L&C Do Pass: EGAN, GIESSEL, DAVIS, PASKVAN, MENARD",upper,committee:passed
ak,27,lower,HB 87,2011-04-14 00:00:00,Fiscal Note 1: No fiscal impact (Law),upper,other
ak,27,lower,HB 87,2011-04-15 00:00:00,JUD REFERRAL WAIVED,upper,other
ak,27,lower,HB 87,2011-04-16 00:00:00,RULES TO CALENDAR 4/16/2011,upper,other
ak,27,lower,HB 87,2011-04-16 00:00:00,Read the second time,upper,bill:reading:2
ak,27,lower,HB 87,2011-04-16 00:00:00,ADVANCED TO THIRD READING UNAN CONSENT,upper,other
ak,27,lower,HB 87,2011-04-16 00:00:00,Read the third time CSHB 87(L&C),upper,bill:reading:3
ak,27,lower,HB 87,2011-04-16 00:00:00,PASSED Y20 N-,upper,bill:passed
ak,27,lower,HB 87,2011-04-16 00:00:00,"RETURN TO (H), TRANSMIT TO GOV NEXT",upper,other
ak,27,lower,HB 87,2011-04-16 00:00:00,VERSION: CSHB 87(L&C),upper,other
ak,27,lower,HB 87,2011-08-24 00:00:00,10:23 AM 7/11/11 Transmitted to Governor,lower,governor:received
ak,27,lower,HB 87,2011-08-24 00:00:00,Signed into law 7/22 CHAPTER 27 SLA 11,lower,governor:signed
ak,27,lower,HB 87,2011-08-24 00:00:00,EFFECTIVE DATE(S) OF LAW 10/20/11,lower,other
ak,27,lower,HB 88,2011-01-14 00:00:00,Prefile released,lower,other
ak,27,lower,HB 88,2011-01-18 00:00:00,Read the first time - REFERRALS,lower,bill:introduced|bill:reading:1
ak,27,lower,HB 88,2011-01-18 00:00:00,Referred to State Affairs and Judiciary,lower,committee:referred
ak,27,lower,HB 88,2011-03-10 00:00:00,Cosponsors added: LYNN,lower,other
ak,27,lower,HB 88,2011-03-23 00:00:00,Cosponsors added: KELLER,lower,other
ak,27,lower,HB 88,2011-03-25 00:00:00,STA RPT CS(STA) 3DP 2DNP 2NR,lower,other
ak,27,lower,HB 88,2011-03-25 00:00:00,"STA Do Pass: P.WILSON, KELLER, LYNN",lower,committee:passed
ak,27,lower,HB 88,2011-03-25 00:00:00,"STA Do Not Pass: GRUENBERG, SEATON",lower,committee:failed
ak,27,lower,HB 88,2011-03-25 00:00:00,"STA No Recommendation: JOHANSEN, PETERSEN",lower,other
ak,27,lower,HB 88,2011-03-25 00:00:00,Fiscal Note 1: Indeterminate fiscal impact (Law),lower,other
ak,27,lower,HB 88,2011-03-25 00:00:00,FIN REFERRAL ADDED AFTER JUD,lower,other
ak,27,lower,HB 88,2011-04-04 00:00:00,JUD RPT CS(JUD) 4DP 2DNP 1NR,lower,other
ak,27,lower,HB 88,2011-04-04 00:00:00,"JUD Do Pass: THOMPSON, KELLER, LYNN, GATTO",lower,committee:passed
ak,27,lower,HB 88,2011-04-04 00:00:00,"JUD Do Not Pass: HOLMES, GRUENBERG",lower,committee:failed
ak,27,lower,HB 88,2011-04-04 00:00:00,JUD No Recommendation: PRUITT,lower,other
ak,27,lower,HB 88,2011-04-04 00:00:00,Fiscal Note 1: Indeterminate fiscal impact (Law),lower,other
ak,27,lower,HB 88,2011-04-04 00:00:00,Referred to Finance,lower,committee:referred
ak,27,lower,HB 88,2012-02-03 00:00:00,Cosponsors added: DICK,lower,other
ak,27,lower,HB 89,2011-01-14 00:00:00,Prefile released,lower,other
ak,27,lower,HB 89,2011-01-18 00:00:00,Read the first time - REFERRALS,lower,bill:introduced|bill:reading:1
ak,27,lower,HB 89,2011-01-18 00:00:00,Referred to Resources and Finance,lower,committee:referred
ak,27,lower,HB 89,2011-03-23 00:00:00,RES RPT CS(RES) NT 3DP 4NR,lower,other
ak,27,lower,HB 89,2011-03-23 00:00:00,"RES Do Pass: P.WILSON, SEATON, FEIGE",lower,committee:passed
ak,27,lower,HB 89,2011-03-23 00:00:00,"RES No Recommendation: HERRON, DICK, GARDNER, MUNOZ",lower,other
ak,27,lower,HB 89,2011-03-23 00:00:00,Fiscal Note 1: No fiscal impact (Natural Resources),lower,other
ak,27,lower,HB 89,2011-04-12 00:00:00,FIN RPT CS(RES) NT 10DP,lower,other
ak,27,lower,HB 89,2011-04-12 00:00:00,"FIN Do Pass: DOOGAN, EDGMON, COSTELLO, NEUMAN, GARA, T.WILSON, GUTTENBERG, FAIRCLOUGH,",lower,committee:passed
ak,27,lower,HB 89,2011-04-12 00:00:00,"STOLTZE, THOMAS",lower,other
ak,27,lower,HB 89,2011-04-12 00:00:00,Fiscal Note 2: Indeterminate fiscal impact (Natural Resources),lower,other
ak,27,lower,HB 89,2011-04-12 00:00:00,Fiscal Note 3: Indeterminate fiscal impact (Transportation and Public Facilities),lower,other
ak,27,lower,HB 89,2011-04-14 00:00:00,RULES TO CALENDAR 4/14/2011,lower,other
ak,27,lower,HB 89,2011-04-14 00:00:00,Read the second time,lower,bill:reading:2
ak,27,lower,HB 89,2011-04-14 00:00:00,RES CS ADOPTED UNAN CONSENT,lower,other
ak,27,lower,HB 89,2011-04-14 00:00:00,ADVANCED TO THIRD READING UNAN CONSENT,lower,other
ak,27,lower,HB 89,2011-04-14 00:00:00,Read the third time CSHB 89(RES),lower,bill:reading:3
ak,27,lower,HB 89,2011-04-14 00:00:00,PASSED Y39 E1,lower,bill:passed
ak,27,lower,HB 89,2011-04-14 00:00:00,TRANSMITTED TO (S),lower,other
ak,27,lower,HB 89,2011-04-14 00:00:00,VERSION: CSHB 89(RES),lower,other
ak,27,lower,HB 89,2011-04-15 00:00:00,Read the first time - REFERRALS,upper,bill:introduced|bill:reading:1
ak,27,lower,HB 89,2011-04-15 00:00:00,Referred to Finance,upper,committee:referred
ak,27,lower,HB 89,2012-04-15 00:00:00,FIN RPT 5DP 1NR,upper,other
ak,27,lower,HB 89,2012-04-15 00:00:00,"FIN Do Pass: HOFFMAN, STEDMAN, THOMAS, EGAN, ELLIS",upper,committee:passed
ak,27,lower,HB 89,2012-04-15 00:00:00,FIN No Recommendation: OLSON,upper,other
ak,27,lower,HB 89,2012-04-15 00:00:00,Fiscal Note 4: Indeterminate fiscal impact (Natural Resources),upper,other
ak,27,lower,HB 89,2012-04-15 00:00:00,Fiscal Note 5: Indeterminate fiscal impact (Transportation and Public Facilities),upper,other
ak,27,lower,HB 89,2012-04-15 00:00:00,Referred to Rules,upper,committee:referred
ak,27,lower,HB 9,2011-01-07 00:00:00,Prefile released,lower,other
ak,27,lower,HB 9,2011-01-18 00:00:00,Read the first time - REFERRALS,lower,bill:introduced|bill:reading:1
ak,27,lower,HB 9,2011-01-18 00:00:00,Referred to Resources and Finance,lower,committee:referred
ak,27,lower,HB 9,2011-01-21 00:00:00,Cosponsors added: THOMPSON,lower,other
ak,27,lower,HB 9,2012-01-17 00:00:00,Cosponsors added: HAWKER,lower,other
ak,27,lower,HB 9,2012-02-29 00:00:00,RES RPT CS(RES) NT 4DP 2DNP 1NR 2AM,lower,other
ak,27,lower,HB 9,2012-02-29 00:00:00,"RES Do Pass: MUNOZ, FOSTER, HERRON, SEATON",lower,committee:passed
ak,27,lower,HB 9,2012-02-29 00:00:00,"RES Do Not Pass: KAWASAKI, GARDNER",lower,committee:failed
ak,27,lower,HB 9,2012-02-29 00:00:00,RES No Recommendation: FEIGE,lower,other
ak,27,lower,HB 9,2012-02-29 00:00:00,"RES Amend: DICK, P.WILSON",lower,other
ak,27,lower,HB 9,2012-02-29 00:00:00,LETTER OF INTENT WITH RES REPORT,lower,other
ak,27,lower,HB 9,2012-02-29 00:00:00,Fiscal Note 1: (Revenue),lower,other
ak,27,lower,HB 9,2012-02-29 00:00:00,Cosponsors added: PRUITT,lower,other
ak,27,lower,HB 9,2012-03-23 00:00:00,FIN RPT CS(FIN) NT 6DP 1DNP 3NR 1AM,lower,other
ak,27,lower,HB 9,2012-03-23 00:00:00,"FIN Do Pass: FAIRCLOUGH, T.WILSON, NEUMAN, COSTELLO, EDGMON, THOMAS",lower,committee:passed
ak,27,lower,HB 9,2012-03-23 00:00:00,FIN Do Not Pass: GARA,lower,committee:failed
ak,27,lower,HB 9,2012-03-23 00:00:00,"FIN No Recommendation: DOOGAN, JOULE, STOLTZE",lower,other
ak,27,lower,HB 9,2012-03-23 00:00:00,FIN Amend: GUTTENBERG,lower,other
ak,27,lower,HB 9,2012-03-23 00:00:00,RESOURCES LETTER OF INTENT WITH FIN REPORT,lower,other
ak,27,lower,HB 9,2012-03-23 00:00:00,Fiscal Note 2: (Revenue),lower,other
ak,27,lower,HB 9,2012-03-26 00:00:00,RULES TO CALENDAR 3/26/2012,lower,other
ak,27,lower,HB 9,2012-03-26 00:00:00,Read the second time,lower,bill:reading:2
ak,27,lower,HB 9,2012-03-26 00:00:00,FIN CS ADOPTED UNAN CONSENT,lower,other
ak,27,lower,HB 9,2012-03-26 00:00:00,ADVANCED TO THIRD READING 3/27 CALENDAR,lower,other
ak,27,lower,HB 9,2012-03-26 00:00:00,"Cosponsors added: JOHNSON, COSTELLO",lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,Read the third time CSHB 9(FIN),lower,bill:reading:3
ak,27,lower,HB 9,2012-03-27 00:00:00,RETURN TO SECOND FOR AM 1 & ALL AMS UC,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 1 ADOPTED UNAN CONSENT,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 2 ADOPTED UNAN CONSENT,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 3 FAILED Y11 N28 E1,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 4 FAILED Y11 N27 E1 A1,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 5 FAILED Y12 N27 E1,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 6 FAILED Y11 N28 E1,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 7 FAILED Y12 N27 E1,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 8 FAILED Y11 N27 E1 A1,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 9 FAILED Y11 N28 E1,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 10 FAILED Y12 N27 E1,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 11 FAILED Y11 N28 E1,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 12 FAILED Y12 N26 E1 A1,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 13 FAILED Y12 N27 E1,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 14 FAILED Y10 N29 E1,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 15 FAILED Y12 N27 E1,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 16 FAILED Y12 N27 E1,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 17 FAILED Y12 N27 E1,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 18 FAILED Y12 N27 E1,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 19 OFFERED,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM TO AM 19 ADOPTED UNANIMOUS CONSENT,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AM NO 19 AS AM FAILED Y15 N24 E1,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,AUTOMATICALLY IN THIRD READING,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,PASSED Y27 N12 E1,lower,bill:passed
ak,27,lower,HB 9,2012-03-27 00:00:00,EFFECTIVE DATE(S) SAME AS PASSAGE,lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,TRANSMITTED TO (S),lower,other
ak,27,lower,HB 9,2012-03-27 00:00:00,VERSION: CSHB 9(FIN) AM,lower,other
ak,27,lower,HB 9,2012-03-28 00:00:00,Read the first time - REFERRALS,upper,bill:introduced|bill:reading:1
ak,27,lower,HB 9,2012-03-28 00:00:00,"CRA, RES, FIN",upper,other
ak,27,lower,HB 9,2012-03-28 00:00:00,Referred to Community & Regional Affairs,upper,committee:referred
ak,27,lower,HB 9,2012-03-28 00:00:00,"CROSS SPONSOR(S): HUGGINS, GIESSEL, MCGUIRE, MENARD, MEYER",upper,other
ak,27,lower,HB 9,2012-04-18 00:00:00,THIRD SPECIAL SESSION BILL,lower,other
ak,27,lower,HB 9,2012-04-18 00:00:00,THIRD SPECIAL SESSION BILL,upper,other
ak,27,lower,HB 90,2011-01-14 00:00:00,Prefile released,lower,other
ak,27,lower,HB 90,2011-01-18 00:00:00,Read the first time - REFERRALS,lower,bill:introduced|bill:reading:1
ak,27,lower,HB 90,2011-01-18 00:00:00,Referred to Community & Regional Affairs and Finance,lower,committee:referred
ak,27,lower,HB 90,2011-02-14 00:00:00,SPONSOR SUBSTITUTE INTRODUCED,lower,other
ak,27,lower,HB 90,2011-02-14 00:00:00,Read the first time - REFERRALS,lower,bill:introduced|bill:reading:1
ak,27,lower,HB 90,2011-02-14 00:00:00,Referred to Community & Regional Affairs and Finance,lower,committee:referred
ak,27,lower,HB 90,2011-02-14 00:00:00,Referred to Community & Regional Affairs,lower,committee:referred
ak,27,lower,HB 90,2011-02-16 00:00:00,Cosponsors added: LYNN,lower,other
ak,27,lower,HB 90,2012-03-14 00:00:00,Cosponsors added: TUCK,lower,other
ak,27,lower,HB 91,2011-01-14 00:00:00,Prefile released,lower,other
ak,27,lower,HB 91,2011-01-18 00:00:00,Read the first time - REFERRALS,lower,bill:introduced|bill:reading:1
ak,27,lower,HB 91,2011-01-18 00:00:00,Referred to Resources and Finance,lower,committee:referred
ak,27,lower,HB 91,2011-01-18 00:00:00,Referred to Resources,lower,committee:referred
ak,27,lower,HB 92,2011-01-14 00:00:00,Prefile released,lower,other
ak,27,lower,HB 92,2011-01-18 00:00:00,Read the first time - REFERRALS,lower,bill:introduced|bill:reading:1
ak,27,lower,HB 92,2011-01-18 00:00:00,Referred to State Affairs and Finance,lower,committee:referred
ak,27,lower,HB 92,2011-01-21 00:00:00,Cosponsors added: GRUENBERG,lower,other
ak,27,lower,HB 92,2011-03-09 00:00:00,STA RPT CS(STA) 5DP 1NR,lower,other
ak,27,lower,HB 92,2011-03-09 00:00:00,"STA Do Pass: P.WILSON, KELLER, SEATON, PETERSEN, LYNN",lower,committee:passed
ak,27,lower,HB 92,2011-03-09 00:00:00,STA No Recommendation: JOHANSEN,lower,other
ak,27,lower,HB 92,2011-03-09 00:00:00,Fiscal Note 1: No fiscal impact (Administration),lower,other
